H_FX,H_XD,StationID,InfoTime
8.4,83,C0R620,2021/12/16 7:00
9.9,82,C0R740,2021/12/16 7:00
14.1,287,C0I540,2021/12/16 7:00
9.9,272,C0I530,2021/12/16 7:00
14.3,201,C0F0A0,2021/12/16 7:00
5.8,360,C0R340,2021/12/16 7:00
7.8,100,C0R670,2021/12/16 8:00
9.6,231,C0I530,2021/12/16 8:00
11.1,85,C0R350,2021/12/16 8:00
7.2,54,C0R690,2021/12/16 8:00
10.5,94,C0R740,2021/12/16 8:00
9.9,282,C0A870,2021/12/16 8:00
10.7,181,C0R760,2021/12/16 8:00
15,199,C0F0A0,2021/12/16 8:00
8.5,84,C0R620,2021/12/16 8:00
18.9,89,C0R440,2021/12/16 8:00
10.8,27,C0R700,2021/12/16 8:00
9,196,C0UA70,2021/12/16 8:00
13,191,C0I520,2021/12/16 8:00
8.7,174,C0UA70,2021/12/16 9:00
12.6,201,C0F0A0,2021/12/16 9:00
17.7,77,C0R440,2021/12/16 9:00
9.5,68,C0R730,2021/12/16 9:00
10.8,69,C0R830,2021/12/16 9:00
10.7,33,C0R700,2021/12/16 9:00
13,110,C0R740,2021/12/16 9:00
8.8,67,C0R690,2021/12/16 9:00
6.5,103,C0S900,2021/12/16 9:00
10.1,76,C0R670,2021/12/16 9:00
13.7,205,C0I520,2021/12/16 9:00
7.6,36,C0R280,2021/12/16 9:00
15.9,71,C0R320,2021/12/16 9:00
5.9,257,C0S910,2021/12/16 9:00
9.2,105,C0R800,2021/12/16 9:00
15.1,38,C0R750,2021/12/16 9:00
10.2,185,C0A970,2021/12/16 9:00
9.9,159,C0A950,2021/12/16 9:00
10,59,C0R840,2021/12/16 9:00
10,125,C0R800,2021/12/16 10:00
12.4,4,C0R780,2021/12/16 10:00
15,77,C0R750,2021/12/16 10:00
8.5,103,C0R770,2021/12/16 10:00
16.8,95,C0R440,2021/12/16 10:00
8.7,54,C0R690,2021/12/16 10:00
10.9,91,C0R730,2021/12/16 10:00
11.4,37,C0R700,2021/12/16 10:00
7.1,178,C0AI10,2021/12/16 10:00
13.1,286,C0I540,2021/12/16 10:00
9.4,288,C0H9C0,2021/12/16 10:00
12,61,C0R350,2021/12/16 10:00
10.1,204,C0F0A0,2021/12/16 10:00
11.1,348,C0F0E0,2021/12/16 10:00
11,64,C0R840,2021/12/16 10:00
6.7,172,C0UA70,2021/12/16 10:00
6.9,226,C0S910,2021/12/16 10:00
17.2,73,C0R320,2021/12/16 10:00
11.5,113,C0R740,2021/12/16 10:00
11.1,56,C0R830,2021/12/16 10:00
10.4,87,C0R670,2021/12/16 10:00
7.1,80,C0R620,2021/12/16 10:00
10.1,188,C0A970,2021/12/16 10:00
11.5,101,C0R740,2021/12/16 11:00
12.5,209,C0F0A0,2021/12/16 11:00
9.1,78,C0S910,2021/12/16 11:00
6.5,42,C0F9P0,2021/12/16 11:00
8.1,84,C0R620,2021/12/16 11:00
10.6,184,C0UA60,2021/12/16 11:00
10.4,158,C0A950,2021/12/16 11:00
11.8,71,C0R670,2021/12/16 11:00
9.8,87,C0R730,2021/12/16 11:00
8.3,61,C0R690,2021/12/16 11:00
14.3,85,C0R440,2021/12/16 11:00
8.6,331,C0AH70,2021/12/16 11:00
8.4,124,C0R800,2021/12/16 11:00
10.1,103,C0R770,2021/12/16 11:00
11.3,50,C0R840,2021/12/16 11:00
11.8,352,C0F0E0,2021/12/16 11:00
9.3,212,C0A880,2021/12/16 11:00
13,70,C0R680,2021/12/16 11:00
13.3,10,C0R780,2021/12/16 11:00
7.8,1,C0R340,2021/12/16 11:00
10.6,26,C0R720,2021/12/16 11:00
14.1,70,C0R750,2021/12/16 11:00
7.6,29,C0R280,2021/12/16 11:00
8.8,304,C0AI40,2021/12/16 11:00
11.4,73,C0R350,2021/12/16 11:00
11.8,53,C0R830,2021/12/16 11:00
11.7,76,C0R700,2021/12/16 11:00
7,135,C0UA70,2021/12/16 11:00
6.9,63,C0SA90,2021/12/16 11:00
10.4,48,C0R760,2021/12/16 11:00
13.5,288,C0I540,2021/12/16 11:00
17.1,66,C0R320,2021/12/16 11:00
15.4,53,C0R750,2021/12/16 12:00
13.2,80,C0R680,2021/12/16 12:00
8.6,250,C0V660,2021/12/16 12:00
12.6,281,C0I540,2021/12/16 12:00
10.7,184,C0UA60,2021/12/16 12:00
12.9,45,C0R710,2021/12/16 12:00
10,75,C0R350,2021/12/16 12:00
7.4,1,C0R340,2021/12/16 12:00
10.8,52,C0R780,2021/12/16 12:00
15.9,68,C0R320,2021/12/16 12:00
8,77,C0S900,2021/12/16 12:00
6.9,168,C0UA70,2021/12/16 12:00
8,46,C0R800,2021/12/16 12:00
10.2,350,C0F0E0,2021/12/16 12:00
8.6,75,C0R280,2021/12/16 12:00
15,82,C0R440,2021/12/16 12:00
9.6,75,C0R670,2021/12/16 12:00
10,53,C0R730,2021/12/16 12:00
6.6,62,C0SA90,2021/12/16 12:00
8.7,12,C0R690,2021/12/16 12:00
8.2,162,C0A880,2021/12/16 12:00
10.9,63,C0R840,2021/12/16 12:00
8.2,289,C0AI30,2021/12/16 12:00
8.7,64,C0R770,2021/12/16 12:00
8.5,18,C0R700,2021/12/16 12:00
12.8,120,C0R740,2021/12/16 12:00
11.3,71,C0R730,2021/12/16 13:00
7.8,337,C0F9S0,2021/12/16 13:00
7.8,358,C0R340,2021/12/16 13:00
7.1,352,C0A530,2021/12/16 13:00
8.9,317,C0K240,2021/12/16 13:00
9.8,1,C0F0E0,2021/12/16 13:00
7.6,333,C0A770,2021/12/16 13:00
10.7,69,C0R830,2021/12/16 13:00
11,81,C0R350,2021/12/16 13:00
7.3,68,C0R670,2021/12/16 13:00
9,62,C0R620,2021/12/16 13:00
13.3,56,C0R750,2021/12/16 13:00
11.1,94,C0R440,2021/12/16 13:00
12.8,53,C0R710,2021/12/16 13:00
8.4,39,C0F9P0,2021/12/16 13:00
7,54,C0S910,2021/12/16 13:00
14.7,71,C0R320,2021/12/16 13:00
13.8,287,C0I540,2021/12/16 13:00
9.1,41,C0R840,2021/12/16 13:00
10.7,95,C0R740,2021/12/16 13:00
10.9,202,C0I530,2021/12/16 13:00
13.7,83,C0R680,2021/12/16 13:00
8.3,76,C0R690,2021/12/16 13:00
8.2,354,C0A980,2021/12/16 13:00
11.9,44,C0R780,2021/12/16 13:00
9.1,128,C0R770,2021/12/16 13:00
6.9,158,C0R670,2021/12/16 14:00
8.6,112,C0R770,2021/12/16 14:00
7.9,40,C0R690,2021/12/16 14:00
12.9,1,C0R780,2021/12/16 14:00
11.8,55,C0R710,2021/12/16 14:00
8.4,38,C0R620,2021/12/16 14:00
13.1,288,C0I540,2021/12/16 14:00
8,39,C0F9P0,2021/12/16 14:00
11.5,70,C0R730,2021/12/16 14:00
8,64,C0S910,2021/12/16 14:00
14.9,357,C0F0E0,2021/12/16 14:00
8.3,82,C0R740,2021/12/16 14:00
12.6,90,C0S900,2021/12/16 15:00
7,324,C0M750,2021/12/16 15:00
7.9,35,C0R790,2021/12/16 15:00
8.4,252,C0F9Y0,2021/12/16 15:00
7.2,45,C0F9P0,2021/12/16 15:00
9.9,96,C0R770,2021/12/16 15:00
11.8,289,C0I540,2021/12/16 15:00
8.6,132,C0F9Z0,2021/12/16 15:00
7.4,304,C0I390,2021/12/16 15:00
7.4,72,C0S910,2021/12/16 15:00
6.8,31,C0R340,2021/12/16 15:00
6.5,48,C0R620,2021/12/16 15:00
5.9,79,C0R620,2021/12/16 16:00
21.4,201,C0I520,2021/12/16 16:00
7.9,46,C0F9U0,2021/12/16 16:00
6.9,63,C0R690,2021/12/16 16:00
7.4,56,C0S910,2021/12/16 16:00
12.8,339,C0F0E0,2021/12/16 16:00
9.1,33,C0S900,2021/12/16 16:00
9.7,350,C0F9S0,2021/12/16 16:00
8.2,65,C0S910,2021/12/16 17:00
8.7,6,C0R780,2021/12/16 17:00
13,221,C0F0A0,2021/12/16 17:00
18.9,195,C0I520,2021/12/16 17:00
10.4,107,C0AH40,2021/12/16 17:00
7.7,292,C0F9U0,2021/12/16 17:00
12.5,9,C0F0E0,2021/12/16 17:00
8.2,248,C0F9Y0,2021/12/16 17:00
10.4,360,C0F9S0,2021/12/16 17:00
13.8,187,C0F0A0,2021/12/16 18:00
13.7,360,C0AH40,2021/12/16 18:00
11.9,8,C0F0E0,2021/12/16 18:00
16.3,205,C0I520,2021/12/16 18:00
9.6,246,C0F9Y0,2021/12/16 18:00
11.6,192,C0I530,2021/12/16 18:00
13.1,286,C0I540,2021/12/16 18:00
17.5,310,C0H9C0,2021/12/16 18:00
14.4,219,C0F0A0,2021/12/16 19:00
17.2,283,C0H9C0,2021/12/16 19:00
12.1,337,C0F0E0,2021/12/16 19:00
15.2,202,C0I520,2021/12/16 19:00
9.9,223,C0F9Y0,2021/12/16 19:00
14,282,C0I540,2021/12/16 19:00
13.2,60,C0R440,2021/12/16 19:00
15.2,219,C0I530,2021/12/16 19:00
12.4,244,C0I530,2021/12/16 20:00
14.8,58,C0R440,2021/12/16 20:00
12.8,191,C0F0A0,2021/12/16 20:00
14.1,354,C0F0E0,2021/12/16 20:00
14.2,292,C0I540,2021/12/16 20:00
15.6,279,C0H9C0,2021/12/16 20:00
20.4,194,C0I520,2021/12/16 20:00
9.9,36,C0G900,2021/12/17 0:00
7.5,300,C0H9C0,2021/12/17 0:00
16.8,195,C0I520,2021/12/17 0:00
13.5,4,C0F0E0,2021/12/17 0:00
10.5,27,C0W130,2021/12/17 0:00
9,336,C0H9C0,2021/12/17 1:00
10.3,35,C0G900,2021/12/17 1:00
13.3,10,C0F0E0,2021/12/17 1:00
7.3,165,C0F0A0,2021/12/17 1:00
18.5,202,C0I520,2021/12/17 1:00
8.3,353,C0Z230,2021/12/17 1:00
11.5,347,C0W130,2021/12/17 1:00
10.1,34,C0F9P0,2021/12/17 1:00
8.9,52,C0F9P0,2021/12/17 2:00
10.7,31,C0G800,2021/12/17 2:00
12.7,25,C0W130,2021/12/17 2:00
8,310,C0Z190,2021/12/17 2:00
19.3,200,C0I520,2021/12/17 2:00
9.4,17,C0X110,2021/12/17 2:00
12.7,354,C0B020,2021/12/17 2:00
9.3,323,C0F0E0,2021/12/17 2:00
9.3,39,C0X130,2021/12/17 2:00
12.1,54,C0A870,2021/12/17 2:00
10.1,34,C0G900,2021/12/17 2:00
9.6,353,C0X100,2021/12/17 2:00
8.2,21,C0A860,2021/12/17 2:00
8.3,45,C0X140,2021/12/17 2:00
8.3,10,C0X120,2021/12/17 2:00
7.4,125,C0K240,2021/12/17 2:00
8.1,23,C0AD00,2021/12/17 2:00
8.2,298,C0H9C0,2021/12/17 3:00
12.4,24,C0AH30,2021/12/17 3:00
8.1,305,C0UA50,2021/12/17 3:00
8.8,30,C0G800,2021/12/17 3:00
13.8,28,C0W130,2021/12/17 3:00
11.7,43,C0V650,2021/12/17 3:00
9.1,16,C0X110,2021/12/17 3:00
9.6,21,C0X220,2021/12/17 3:00
15.7,19,C0W120,2021/12/17 3:00
9.1,33,C0X190,2021/12/17 3:00
9.4,341,C0X250,2021/12/17 3:00
7.9,46,C0X130,2021/12/17 3:00
12.3,107,C0F0A0,2021/12/17 3:00
6.2,298,C0O970,2021/12/17 3:00
7.7,16,C0A860,2021/12/17 3:00
7.4,93,C0F0E0,2021/12/17 3:00
9.5,23,C0G900,2021/12/17 3:00
17.5,199,C0I520,2021/12/17 4:00
8.3,38,C0F9P0,2021/12/17 4:00
15,29,C0W110,2021/12/17 4:00
9.6,27,C0X190,2021/12/17 4:00
9,17,C0UA70,2021/12/17 4:00
9.9,55,C0AC40,2021/12/17 4:00
11,180,C0F0A0,2021/12/17 4:00
13.9,25,C0W170,2021/12/17 4:00
12.4,282,C0I540,2021/12/17 4:00
7.2,331,C0S960,2021/12/17 4:00
8.2,68,C0C540,2021/12/17 4:00
10,36,C0G900,2021/12/17 4:00
7.5,62,C0AD00,2021/12/17 4:00
15.3,4,C0F0E0,2021/12/17 4:00
14.4,28,C0W130,2021/12/17 4:00
15.8,19,C0W120,2021/12/17 4:00
12.3,10,C0AH30,2021/12/17 5:00
7.9,132,C0F9Y0,2021/12/17 5:00
14.1,5,C0F0E0,2021/12/17 5:00
6.6,352,C0A880,2021/12/17 5:00
10.4,16,C0A870,2021/12/17 5:00
7.5,28,C0AD00,2021/12/17 5:00
7.4,38,C0E540,2021/12/17 5:00
16.8,20,C0W120,2021/12/17 5:00
9,107,C0I380,2021/12/17 5:00
8.7,32,C0X190,2021/12/17 5:00
8.9,30,C0E830,2021/12/17 5:00
10.3,269,C0H9C0,2021/12/17 5:00
11.5,63,C0AC40,2021/12/17 5:00
8.7,225,C0S960,2021/12/17 5:00
15.3,24,C0W110,2021/12/17 5:00
14.6,31,C0W130,2021/12/17 5:00
7.1,202,C0F0A0,2021/12/17 5:00
7.4,30,C0C700,2021/12/17 5:00
13.6,65,C0E880,2021/12/17 5:00
17,207,C0I520,2021/12/17 5:00
7.9,28,C0AD10,2021/12/17 5:00
10.2,12,C0S900,2021/12/17 5:00
8.2,3,C0K410,2021/12/17 5:00
15.4,34,C0S910,2021/12/17 5:00
12,29,C0G900,2021/12/17 5:00
10.6,40,C0F9P0,2021/12/17 5:00
14.4,4,C0B020,2021/12/17 5:00
6,34,C0A660,2021/12/17 5:00
13.9,27,C0W170,2021/12/17 5:00
9.9,9,C0A920,2021/12/17 5:00
8.2,24,C0AD00,2021/12/17 6:00
8.6,44,C0K520,2021/12/17 6:00
19.2,198,C0I520,2021/12/17 6:00
12.1,26,C0G800,2021/12/17 6:00
8.2,215,C0S960,2021/12/17 6:00
12.5,45,C0E880,2021/12/17 6:00
9.2,37,C0R830,2021/12/17 6:00
8.5,12,C0F0E0,2021/12/17 6:00
10.7,312,C0U950,2021/12/17 6:00
10.4,18,C0A860,2021/12/17 6:00
9.3,22,C0C620,2021/12/17 6:00
16.2,31,C0W130,2021/12/17 6:00
8.5,359,C0K430,2021/12/17 6:00
8.5,48,C0D590,2021/12/17 6:00
6.6,54,C0A660,2021/12/17 6:00
8,312,C0UA50,2021/12/17 6:00
6.7,72,C0D660,2021/12/17 6:00
9.3,31,C0AI00,2021/12/17 6:00
16.2,22,C0G900,2021/12/17 6:00
9.2,43,C0R620,2021/12/17 6:00
12.9,15,C0AH30,2021/12/17 6:00
17.8,8,C0W120,2021/12/17 6:00
10.9,43,C0F9X0,2021/12/17 6:00
16.6,41,C0W110,2021/12/17 6:00
14.4,24,C0R750,2021/12/17 6:00
14.8,6,C0B020,2021/12/17 6:00
8.2,1,C0AH00,2021/12/17 6:00
11.9,29,C0UA70,2021/12/17 6:00
6,7,C0A940,2021/12/17 6:00
7.3,33,C0S940,2021/12/17 6:00
13.9,33,C0G890,2021/12/17 6:00
11.5,22,C0AC40,2021/12/17 6:00
11.9,4,C0K530,2021/12/17 6:00
10.8,7,C0G640,2021/12/17 6:00
8.6,30,C0C700,2021/12/17 6:00
7.8,17,C0E740,2021/12/17 6:00
7.7,12,C0E590,2021/12/17 6:00
13.4,41,C0F9P0,2021/12/17 6:00
8.2,12,C0G780,2021/12/17 6:00
11.3,5,C0R720,2021/12/17 6:00
12.7,12,CM0120,2021/12/17 6:00
8.8,277,C0H9C0,2021/12/17 6:00
16,37,C0W170,2021/12/17 6:00
10.5,5,C0E810,2021/12/17 6:00
8.6,70,C0C540,2021/12/17 6:00
12.1,16,C0S900,2021/12/17 6:00
17.9,18,C0W120,2021/12/17 7:00
18.2,205,C0I520,2021/12/17 7:00
11,84,C0AC40,2021/12/17 7:00
12.7,9,C0M710,2021/12/17 7:00
13.6,37,CM0120,2021/12/17 7:00
12.2,43,C0G800,2021/12/17 7:00
6.2,334,C0U760,2021/12/17 7:00
9.5,45,C0D590,2021/12/17 7:00
9.3,349,C0G740,2021/12/17 7:00
13,4,C0K530,2021/12/17 7:00
12.1,51,C0E880,2021/12/17 7:00
8.9,27,C0C490,2021/12/17 7:00
16.5,359,C0B020,2021/12/17 7:00
15.4,39,C0G900,2021/12/17 7:00
9.6,9,C0K510,2021/12/17 7:00
12.4,10,C0E830,2021/12/17 7:00
12.2,23,C0R760,2021/12/17 7:00
11.4,8,C0UA70,2021/12/17 7:00
12.2,45,C0F9X0,2021/12/17 7:00
8.7,47,C0AD00,2021/12/17 7:00
10,3,C0K500,2021/12/17 7:00
9.4,14,C0S900,2021/12/17 7:00
13.4,20,C0G640,2021/12/17 7:00
9.5,27,C0E420,2021/12/17 7:00
12.2,334,C0U950,2021/12/17 7:00
13.1,14,C0F9Q0,2021/12/17 7:00
12.6,353,C0A870,2021/12/17 7:00
16.5,29,C0W130,2021/12/17 7:00
9.9,46,C0AI00,2021/12/17 7:00
8.8,62,C0D660,2021/12/17 7:00
7.1,330,C0AI40,2021/12/17 7:00
15.2,42,C0W170,2021/12/17 7:00
13.9,31,C0E810,2021/12/17 7:00
8.2,353,C0AH50,2021/12/17 7:00
10.3,15,C0E540,2021/12/17 7:00
10.1,63,C0E790,2021/12/17 7:00
13.2,356,C0K291,2021/12/17 7:00
9.4,39,C0E870,2021/12/17 7:00
7.7,19,C0E740,2021/12/17 7:00
16.8,27,C0R750,2021/12/17 7:00
7.6,53,C0C660,2021/12/17 7:00
12.8,7,C0G890,2021/12/17 7:00
8.9,21,C0C620,2021/12/17 7:00
15.3,34,C0S910,2021/12/17 7:00
8.4,291,C0H9C0,2021/12/17 7:00
13,23,C0F9K0,2021/12/17 7:00
12.9,53,C0R840,2021/12/17 7:00
11.2,6,C0E590,2021/12/17 7:00
10.9,11,C0K520,2021/12/17 7:00
7.6,322,C0S960,2021/12/17 7:00
12.4,360,C0AH30,2021/12/17 7:00
16.5,33,C0W110,2021/12/17 7:00
11.7,18,C0F000,2021/12/17 7:00
16.8,33,C0F9P0,2021/12/17 7:00
9.7,35,C0B010,2021/12/17 7:00
8.5,29,C0C700,2021/12/17 7:00
8.6,43,C0G780,2021/12/17 7:00
10.7,37,C0R620,2021/12/17 7:00
7.7,85,C0R280,2021/12/17 7:00
9.1,340,C0A9C0,2021/12/17 7:00
9.3,30,C0C690,2021/12/17 7:00
8,20,C0D560,2021/12/17 7:00
17,60,C0S730,2021/12/17 7:00
10.3,52,C0R830,2021/12/17 7:00
11.4,23,C0A9C0,2021/12/17 8:00
9.6,12,C0E590,2021/12/17 8:00
8,8,C0G770,2021/12/17 8:00
9.6,13,C0AD10,2021/12/17 8:00
10.1,10,C0G910,2021/12/17 8:00
8.7,334,C0U770,2021/12/17 8:00
9.5,41,C0AD00,2021/12/17 8:00
11.2,11,C0G730,2021/12/17 8:00
7.8,66,C0R680,2021/12/17 8:00
12,8,C0G640,2021/12/17 8:00
7.3,309,C0U980,2021/12/17 8:00
13.8,62,C0E880,2021/12/17 8:00
6.2,358,C0D570,2021/12/17 8:00
9.7,33,C0F9I0,2021/12/17 8:00
14.3,48,C0AC40,2021/12/17 8:00
16.3,356,C0B020,2021/12/17 8:00
12.8,5,C0UA70,2021/12/17 8:00
10.6,23,C0F0E0,2021/12/17 8:00
16.1,26,C0G890,2021/12/17 8:00
11,12,C0C680,2021/12/17 8:00
17.5,24,C0R750,2021/12/17 8:00
10.6,32,C0E420,2021/12/17 8:00
12.8,348,C0M710,2021/12/17 8:00
9.7,18,C0C590,2021/12/17 8:00
14,15,C0K530,2021/12/17 8:00
12.3,39,C0E830,2021/12/17 8:00
11.6,66,C0E550,2021/12/17 8:00
10.7,18,C0K510,2021/12/17 8:00
16.7,18,C0W120,2021/12/17 8:00
10.1,106,C0R740,2021/12/17 8:00
10.1,3,C0K500,2021/12/17 8:00
9.2,27,C0C540,2021/12/17 8:00
12.4,355,C0K291,2021/12/17 8:00
13.4,325,C0U950,2021/12/17 8:00
10.1,7,C0E870,2021/12/17 8:00
8.4,14,C0C670,2021/12/17 8:00
11.9,27,C0R280,2021/12/17 8:00
8.7,23,C0D660,2021/12/17 8:00
10.8,57,C0F9R0,2021/12/17 8:00
13,2,C0AH30,2021/12/17 8:00
12.5,6,C0R780,2021/12/17 8:00
11.5,36,C0E810,2021/12/17 8:00
7.1,45,C0F9U0,2021/12/17 8:00
12.4,44,C0D650,2021/12/17 8:00
10.1,59,C0F9L0,2021/12/17 8:00
11.5,43,C0AH50,2021/12/17 8:00
14,68,C0R320,2021/12/17 8:00
10.2,15,C0F000,2021/12/17 8:00
18.8,35,C0W130,2021/12/17 8:00
9.1,75,C0R670,2021/12/17 8:00
8.8,11,C0AH00,2021/12/17 8:00
17.9,7,C0R790,2021/12/17 8:00
9.6,58,C0C660,2021/12/17 8:00
9.9,37,C0A860,2021/12/17 8:00
11.4,33,C0E820,2021/12/17 8:00
8.8,327,C0AI40,2021/12/17 8:00
9.9,26,C0A920,2021/12/17 8:00
9.3,20,C0AI00,2021/12/17 8:00
10.2,5,C0K430,2021/12/17 8:00
13.4,31,C0F9K0,2021/12/17 8:00
13.5,46,C0R840,2021/12/17 8:00
11.9,356,C0S900,2021/12/17 8:00
8.5,70,C0A770,2021/12/17 8:00
8.6,38,C0F9T0,2021/12/17 8:00
7.2,360,C0E430,2021/12/17 8:00
8.4,50,C0E730,2021/12/17 8:00
9.4,354,C0G780,2021/12/17 8:00
10.8,28,C0C700,2021/12/17 8:00
9.3,16,C0E750,2021/12/17 8:00
7.2,328,C0Z290,2021/12/17 8:00
16.9,47,C0W170,2021/12/17 8:00
14.8,360,CM0120,2021/12/17 8:00
13.3,37,C0G800,2021/12/17 8:00
7,50,C0E850,2021/12/17 8:00
16.2,32,C0G900,2021/12/17 8:00
7.9,351,C0R690,2021/12/17 8:00
10.3,33,C0E540,2021/12/17 8:00
12.2,360,C0F9Q0,2021/12/17 8:00
11.3,37,C0R830,2021/12/17 8:00
11.2,8,C0Z230,2021/12/17 8:00
12.5,41,C0F9X0,2021/12/17 8:00
17.5,31,C0F9P0,2021/12/17 8:00
8.8,112,C0E790,2021/12/17 8:00
8.8,336,C0A880,2021/12/17 8:00
11,353,C0C620,2021/12/17 8:00
19.2,56,C0S730,2021/12/17 8:00
14,33,C0S910,2021/12/17 8:00
9.5,104,C0R800,2021/12/17 8:00
11,360,C0K410,2021/12/17 8:00
11.3,25,C0R620,2021/12/17 8:00
14.3,11,C0A870,2021/12/17 8:00
12,30,C0C690,2021/12/17 8:00
9.4,51,C0D590,2021/12/17 8:00
14.6,50,C0R440,2021/12/17 8:00
7.9,37,C0D560,2021/12/17 8:00
8.6,10,C0M740,2021/12/17 9:00
8.4,19,C0G660,2021/12/17 9:00
12.2,19,C0A9C0,2021/12/17 9:00
8.5,45,C0K330,2021/12/17 9:00
10.1,53,CM0140,2021/12/17 9:00
9.7,35,C0C690,2021/12/17 9:00
19.2,37,C0S910,2021/12/17 9:00
12.6,47,C0D650,2021/12/17 9:00
7.8,31,C0G770,2021/12/17 9:00
14.8,15,C0K291,2021/12/17 9:00
9.5,121,C0R740,2021/12/17 9:00
10.4,340,C0AH50,2021/12/17 9:00
6,272,C0U760,2021/12/17 9:00
9.5,12,C0E870,2021/12/17 9:00
11.7,5,C0C680,2021/12/17 9:00
14.5,24,C0F9X0,2021/12/17 9:00
7.9,25,C0S940,2021/12/17 9:00
8,60,C0E850,2021/12/17 9:00
9.9,16,C0G720,2021/12/17 9:00
6.3,326,C0SA10,2021/12/17 9:00
11.3,17,C0G780,2021/12/17 9:00
10.9,25,C0R280,2021/12/17 9:00
9.8,19,C0E740,2021/12/17 9:00
9.3,35,C0AD50,2021/12/17 9:00
15.2,61,C0R830,2021/12/17 9:00
8.8,22,C0M520,2021/12/17 9:00
8.3,35,C0C490,2021/12/17 9:00
8.6,354,C0X100,2021/12/17 9:00
11.6,25,C0C700,2021/12/17 9:00
12.5,58,C0E830,2021/12/17 9:00
16,2,C0A870,2021/12/17 9:00
11.6,106,C0R800,2021/12/17 9:00
9.4,7,C0K420,2021/12/17 9:00
10.4,66,C0C660,2021/12/17 9:00
11.8,20,C0M750,2021/12/17 9:00
11,45,C0C620,2021/12/17 9:00
11.4,347,C0K250,2021/12/17 9:00
10.2,13,C0C590,2021/12/17 9:00
8.8,36,C0AH00,2021/12/17 9:00
16.8,70,C0R320,2021/12/17 9:00
11.4,39,C0E590,2021/12/17 9:00
7.1,24,C0A660,2021/12/17 9:00
12.2,350,C0G910,2021/12/17 9:00
8.5,5,C0G810,2021/12/17 9:00
12.2,1,C0E790,2021/12/17 9:00
8.2,307,C0A930,2021/12/17 9:00
7.3,40,C0R340,2021/12/17 9:00
17.8,2,C0B020,2021/12/17 9:00
7.3,331,C0U770,2021/12/17 9:00
12.6,6,C0K410,2021/12/17 9:00
15.3,44,C0R840,2021/12/17 9:00
9.5,35,C0C670,2021/12/17 9:00
10.2,65,C0R670,2021/12/17 9:00
18.4,35,C0W110,2021/12/17 9:00
11.4,26,C0E540,2021/12/17 9:00
15.9,18,C0G890,2021/12/17 9:00
18.1,47,C0F9P0,2021/12/17 9:00
11.8,20,C0G830,2021/12/17 9:00
14.6,57,C0E880,2021/12/17 9:00
9.5,21,C0AD00,2021/12/17 9:00
8.2,20,C0SA20,2021/12/17 9:00
14.5,326,C0S900,2021/12/17 9:00
12.3,21,C0F000,2021/12/17 9:00
10,32,C0E550,2021/12/17 9:00
10.8,30,C0AD10,2021/12/17 9:00
12.4,37,C0R620,2021/12/17 9:00
12.5,16,C0UA70,2021/12/17 9:00
17.7,17,C0W120,2021/12/17 9:00
11.4,358,C0G750,2021/12/17 9:00
6.6,344,C0A940,2021/12/17 9:00
12.6,35,C0D590,2021/12/17 9:00
8,37,C0F9U0,2021/12/17 9:00
7.5,6,C0D570,2021/12/17 9:00
14.2,313,C0U950,2021/12/17 9:00
18.3,7,C0A970,2021/12/17 9:00
9,308,C0UA50,2021/12/17 9:00
11.8,36,C0D660,2021/12/17 9:00
13,47,C0G740,2021/12/17 9:00
15.1,9,C0R760,2021/12/17 9:00
11.9,32,C0E420,2021/12/17 9:00
12.9,58,C0R350,2021/12/17 9:00
10.1,352,C0U980,2021/12/17 9:00
5.2,312,C0D580,2021/12/17 9:00
13.4,17,C0F9K0,2021/12/17 9:00
7.1,36,C0X130,2021/12/17 9:00
11.9,64,C0R680,2021/12/17 9:00
8.7,18,C0F9I0,2021/12/17 9:00
8.3,3,C0X160,2021/12/17 9:00
9.4,77,C0C540,2021/12/17 9:00
25,33,C0W160,2021/12/17 9:00
10.4,64,C0R730,2021/12/17 9:00
13.1,28,C0E820,2021/12/17 9:00
14.9,2,C0AH30,2021/12/17 9:00
13.7,21,C0G730,2021/12/17 9:00
9.3,13,C0A920,2021/12/17 9:00
11.1,11,C0K510,2021/12/17 9:00
17.1,79,C0AC40,2021/12/17 9:00
11.3,6,C0K500,2021/12/17 9:00
10.5,280,C0H9C0,2021/12/17 9:00
10.1,53,C0E730,2021/12/17 9:00
7.7,29,C0A880,2021/12/17 9:00
15,4,C0R780,2021/12/17 9:00
10.7,25,C0C650,2021/12/17 9:00
10.6,334,C0K550,2021/12/17 9:00
8.8,44,C0G870,2021/12/17 9:00
18,30,C0G800,2021/12/17 9:00
8.7,8,C0F9T0,2021/12/17 9:00
12.1,14,C0M710,2021/12/17 9:00
13.2,353,C0AI40,2021/12/17 9:00
10.4,32,C0R690,2021/12/17 9:00
12.6,28,C0AI00,2021/12/17 9:00
12.7,36,C0F9R0,2021/12/17 9:00
15.2,48,C0R440,2021/12/17 9:00
20.4,36,C0R750,2021/12/17 9:00
15.3,41,C0W170,2021/12/17 9:00
12.2,24,C0E810,2021/12/17 9:00
9.3,58,C0A9F0,2021/12/17 9:00
11.3,45,C0B010,2021/12/17 9:00
9,52,C0R770,2021/12/17 9:00
11.9,1,C0K430,2021/12/17 9:00
9,2,C0X110,2021/12/17 9:00
10.3,33,C0D560,2021/12/17 9:00
18.9,55,C0S730,2021/12/17 9:00
